ID;ID_EQUIPO;COSTO;FECHA_INGRESO;FECHA_INICIO_OP;PRECIO_DEPRECIACION;AÑOS_USO;VIDA_UTIL;OBSOLESCENCIA_PCT;NIVEL_OBSOLESCENCIA;MTO_CORRECTIVO
BIO_274;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_275;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_276;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_277;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_278;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_279;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_280;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_281;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_282;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_283;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_284;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_285;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_286;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_287;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_288;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_289;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_290;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_291;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_292;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_293;61;9055000;13/05/2023;25/06/2023;5212000;2.5;7;26.8;En uso normal;0
BIO_294;62;4445000;12/09/2018;26/10/2018;222000;7.2;7;87.5;Proximo a obsoleto;2
BIO_295;63;4519000;18/03/2013;15/05/2013;226000;12.6;7;93.7;Proximo a obsoleto;3
BIO_296;67;5261000;18/07/2016;19/08/2016;263000;9.3;7;93.8;Proximo a obsoleto;3
BIO_297;67;6891000;17/09/2019;06/11/2019;1205000;6.1;7;83.9;Proximo a obsoleto;3
BIO_298;67;8406000;01/04/2023;28/05/2023;5463000;2.6;7;40.2;En uso normal;2
BIO_299;67;7704000;18/08/2021;14/10/2021;3344000;4.2;7;63.4;Envejeciendo;3
BIO_300;67;6401000;28/04/2018;09/06/2018;320000;7.5;7;100.0;Obsoleto;4
BIO_301;67;6213000;21/08/2019;12/10/2019;1011000;6.2;7;78.6;Proximo a obsoleto;2
BIO_302;65;7099000;17/11/2021;25/12/2021;3245000;4.0;7;42.9;En uso normal;0
BIO_303;67;9142000;22/02/2024;18/04/2024;7070000;1.7;7;30.4;En uso normal;2
BIO_304;67;7184000;26/11/2020;02/01/2021;2387000;4.9;7;58.9;Envejeciendo;1
BIO_305;67;5482000;26/01/2016;16/03/2016;274000;9.8;7;75.0;Proximo a obsoleto;0
BIO_306;67;6584000;06/12/2019;30/01/2020;1294000;5.9;7;82.2;Proximo a obsoleto;3
BIO_307;67;7909000;08/03/2021;30/04/2021;2896000;4.7;7;56.3;Envejeciendo;1
BIO_308;67;6306000;15/08/2019;24/09/2019;957000;6.2;7;85.7;Proximo a obsoleto;3
BIO_309;64;6010000;03/07/2017;06/08/2017;300000;8.3;7;100.0;Obsoleto;4
BIO_310;64;8643000;27/11/2024;12/01/2025;7564000;0.9;7;22.3;Vigente;2
BIO_311;64;6087000;07/10/2018;05/12/2018;304000;7.0;7;93.8;Proximo a obsoleto;3
BIO_316;64;7355000;08/04/2021;29/05/2021;2783000;4.6;7;61.6;Envejeciendo;2
BIO_317;65;7647000;02/05/2021;04/06/2021;2977000;4.5;7;54.5;Envejeciendo;1
BIO_318;67;4523000;25/07/2013;12/09/2013;226000;12.2;7;100.0;Obsoleto;4
BIO_319;67;5932000;19/12/2017;07/02/2018;297000;7.8;7;75.0;Proximo a obsoleto;0
BIO_320;66;6487000;12/10/2019;01/12/2019;1205000;6.0;7;83.0;Proximo a obsoleto;3
BIO_321;68;44259000;20/02/2016;22/03/2016;3264000;9.8;10;73.1;Envejeciendo;0
BIO_322;69;65999000;19/01/2024;21/02/2024;54525000;1.8;10;13.7;Vigente;0
BIO_323;70;4772000;17/01/2016;28/02/2016;316000;9.8;10;92.5;Proximo a obsoleto;3
BIO_324;80;10597000;27/05/2022;14/07/2022;7728000;3.4;12;27.6;En uso normal;1
BIO_325;80;5551000;23/03/2015;18/05/2015;902000;10.6;12;84.9;Proximo a obsoleto;3
BIO_326;80;8196000;26/02/2022;27/04/2022;5815000;3.7;12;35.4;En uso normal;2
BIO_327;80;9357000;24/04/2021;30/05/2021;5964000;4.6;12;47.4;En uso normal;3
BIO_328;80;7645000;19/04/2018;15/06/2018;3106000;7.5;12;59.4;Envejeciendo;2
BIO_329;80;8991000;29/03/2021;15/05/2021;5731000;4.6;12;41.1;En uso normal;2
BIO_330;80;8994000;06/12/2021;13/01/2022;6203000;3.9;12;30.7;En uso normal;1
BIO_331;80;9613000;15/03/2023;16/04/2023;7581000;2.7;12;22.9;Vigente;1
BIO_332;80;4987000;24/06/2013;25/07/2013;249000;12.4;12;87.5;Proximo a obsoleto;2
BIO_333;80;6073000;29/10/2015;23/12/2015;1265000;10.0;12;87.5;Proximo a obsoleto;4
BIO_334;80;5387000;17/07/2014;11/09/2014;589000;11.2;12;95.3;Proximo a obsoleto;4
BIO_335;80;7312000;05/11/2017;31/12/2017;2681000;8.0;12;56.3;Envejeciendo;1
BIO_336;77;5952000;23/04/2016;17/06/2016;1476000;9.5;12;84.4;Proximo a obsoleto;4
BIO_337;77;6699000;22/03/2019;18/05/2019;3209000;6.6;12;47.4;En uso normal;1
BIO_338;80;7005000;16/08/2018;10/10/2018;3029000;7.2;12;51.0;Envejeciendo;1
BIO_339;77;5224000;31/07/2013;03/09/2013;261000;12.2;12;75.0;Proximo a obsoleto;0
BIO_343;77;9234000;07/09/2023;21/10/2023;7648000;2.2;12;26.0;En uso normal;2
BIO_344;77;5451000;13/06/2015;27/07/2015;954000;10.4;12;90.1;Proximo a obsoleto;4
BIO_345;77;4866000;22/12/2013;13/02/2014;309000;11.8;12;99.0;Proximo a obsoleto;4
BIO_346;77;9224000;11/04/2023;31/05/2023;7340000;2.6;12;16.1;Vigente;0
BIO_347;77;8007000;29/09/2023;25/11/2023;6689000;2.1;12;31.8;En uso normal;3
BIO_348;81;5357000;04/06/2015;19/07/2015;938000;10.4;12;83.9;Proximo a obsoleto;3
BIO_349;84;5052000;24/10/2014;03/12/2014;653000;11.0;12;93.7;Proximo a obsoleto;4
BIO_350;88;8891000;23/06/2014;27/07/2014;853000;11.4;12;83.9;Proximo a obsoleto;2
BIO_351;81;8280000;17/04/2020;29/05/2020;4622000;5.6;12;59.9;Envejeciendo;4
BIO_352;84;8020000;13/08/2019;26/09/2019;4052000;6.2;12;64.1;Envejeciendo;4
BIO_353;81;9700000;26/08/2022;28/09/2022;7204000;3.2;12;20.3;Vigente;0
BIO_354;81;6696000;28/10/2017;10/12/2017;2455000;8.0;12;68.8;Envejeciendo;3
BIO_355;76;8530000;13/04/2022;23/05/2022;6112000;3.6;12;41.1;En uso normal;3
BIO_356;77;7858000;01/05/2022;23/06/2022;5681000;3.5;12;21.9;Vigente;0
BIO_357;77;8531000;29/07/2022;07/09/2022;6336000;3.2;12;32.8;En uso normal;2
BIO_358;77;5884000;04/06/2016;25/07/2016;1496000;9.4;12;77.6;Proximo a obsoleto;3
BIO_359;77;5828000;18/01/2015;15/03/2015;868000;10.8;12;67.2;Envejeciendo;0
BIO_360;81;8477000;08/09/2022;11/10/2022;6350000;3.2;12;32.3;En uso normal;2
BIO_361;78;5932000;07/05/2014;24/06/2014;531000;11.5;12;96.9;Proximo a obsoleto;4
BIO_362;84;8536000;24/05/2020;14/07/2020;4873000;5.4;12;33.9;En uso normal;0
BIO_363;84;7537000;06/12/2020;01/02/2021;4655000;4.8;12;49.0;En uso normal;3
BIO_364;84;7404000;15/06/2019;03/08/2019;3694000;6.3;12;52.1;Envejeciendo;2
BIO_365;78;6370000;29/04/2015;16/06/2015;1075000;10.5;12;90.6;Proximo a obsoleto;4
BIO_366;88;9837000;21/06/2016;11/08/2016;2571000;9.3;12;77.1;Proximo a obsoleto;3
BIO_367;78;6145000;06/06/2015;17/07/2015;1076000;10.4;12;90.1;Proximo a obsoleto;4
BIO_368;72;6043000;31/07/2015;23/09/2015;1139000;10.2;12;76.6;Proximo a obsoleto;2
BIO_369;71;7246000;27/01/2018;23/03/2018;2800000;7.8;12;67.2;Envejeciendo;3
BIO_370;72;5040000;04/08/2013;22/09/2013;252000;12.2;12;87.5;Proximo a obsoleto;2
BIO_371;88;10795000;17/01/2017;24/02/2017;3249000;8.8;12;67.7;Envejeciendo;2
BIO_372;71;8401000;15/11/2020;15/12/2020;5076000;5.0;12;37.5;En uso normal;1
BIO_373;85;8996000;28/12/2021;29/01/2022;6204000;3.9;12;30.7;En uso normal;1
BIO_374;71;5785000;09/09/2013;11/10/2013;289000;12.2;12;100.0;Obsoleto;4
BIO_375;84;9448000;09/06/2021;22/07/2021;6142000;4.4;12;46.4;En uso normal;3
BIO_376;88;9540000;13/07/2016;23/08/2016;2494000;9.3;12;70.8;Envejeciendo;2
BIO_377;88;9677000;27/11/2014;24/01/2015;1311000;10.9;12;68.2;Envejeciendo;0
BIO_378;88;10313000;13/07/2016;05/09/2016;2761000;9.2;12;82.8;Proximo a obsoleto;4
BIO_379;71;6693000;31/10/2014;08/12/2014;865000;11.0;12;87.5;Proximo a obsoleto;3
BIO_380;81;9000000;23/11/2023;11/01/2024;7632000;1.9;12;30.7;En uso normal;3
BIO_381;75;7110000;16/02/2019;24/03/2019;3311000;6.8;12;67.2;Envejeciendo;4
BIO_382;74;7691000;28/09/2020;10/11/2020;4598000;5.1;12;31.8;En uso normal;0
BIO_383;83;7987000;01/12/2023;16/01/2024;6773000;1.9;12;24.5;Vigente;2
BIO_384;74;6498000;12/12/2017;23/01/2018;2424000;7.9;12;74.5;Envejeciendo;4
BIO_385;84;4750000;04/03/2013;09/04/2013;238000;12.7;12;87.5;Proximo a obsoleto;2
BIO_386;84;6095000;30/01/2016;24/03/2016;1390000;9.8;12;73.4;Envejeciendo;2
BIO_387;84;7811000;11/05/2020;13/06/2020;4410000;5.5;12;34.4;En uso normal;0
BIO_388;74;10440000;29/08/2022;03/10/2022;7820000;3.2;12;26.0;En uso normal;1
BIO_389;77;10329000;11/12/2024;01/02/2025;9650000;0.8;12;11.5;Vigente;1
BIO_390;74;7706000;11/12/2020;12/01/2021;4705000;4.9;12;49.5;En uso normal;3
BIO_391;86;7929000;14/10/2022;13/11/2022;5996000;3.1;12;38.0;En uso normal;3
BIO_392;86;7903000;09/01/2020;26/02/2020;4255000;5.8;12;55.2;Envejeciendo;3
BIO_393;86;7641000;27/01/2022;20/03/2022;5373000;3.8;12;42.2;En uso normal;3
BIO_394;74;6921000;02/08/2015;13/09/2015;1305000;10.2;12;64.1;Envejeciendo;0
BIO_395;86;6591000;08/11/2016;02/01/2017;1937000;8.9;12;80.7;Proximo a obsoleto;4
BIO_396;73;8242000;12/02/2021;16/03/2021;5143000;4.8;12;48.4;En uso normal;3
BIO_397;84;5840000;17/06/2018;30/07/2018;2409000;7.4;12;71.4;Envejeciendo;4
BIO_398;71;11304000;02/10/2024;03/11/2024;10338000;1.1;12;25.5;En uso normal;3
BIO_399;84;7534000;13/08/2020;19/09/2020;4403000;5.2;12;45.3;En uso normal;2
BIO_400;88;9941000;18/09/2014;03/11/2014;1221000;11.1;12;69.3;Envejeciendo;0
BIO_401;74;8898000;09/06/2024;15/07/2024;7898000;1.4;12;21.4;Vigente;2
BIO_402;74;6092000;24/04/2016;31/05/2016;1472000;9.6;12;59.9;Envejeciendo;0
BIO_403;84;6770000;28/09/2018;03/11/2018;2975000;7.1;12;50.5;Envejeciendo;1
BIO_404;88;10202000;06/06/2016;30/07/2016;2594000;9.4;12;58.9;Envejeciendo;0
BIO_405;88;15616000;31/01/2024;15/03/2024;13453000;1.8;12;35.9;En uso normal;4
BIO_406;87;9507000;26/01/2023;18/03/2023;7437000;2.8;12;42.2;En uso normal;4
BIO_407;82;7389000;01/04/2020;28/05/2020;4125000;5.6;12;47.4;En uso normal;2
BIO_408;74;8974000;12/11/2022;14/12/2022;6843000;3.0;12;37.5;En uso normal;3
BIO_409;74;7695000;17/10/2019;11/12/2019;4040000;6.0;12;50.0;Envejeciendo;2
BIO_410;74;5930000;06/04/2014;17/05/2014;494000;11.6;12;97.4;Proximo a obsoleto;4
BIO_411;74;8055000;18/12/2019;31/01/2020;4280000;5.9;12;55.7;Envejeciendo;3
BIO_412;89;4955000;12/04/2014;23/05/2014;248000;11.6;10;87.5;Proximo a obsoleto;2
BIO_413;89;5010000;10/01/2015;28/02/2015;250000;10.8;10;100.0;Obsoleto;4
BIO_414;97;14992000;16/08/2021;29/09/2021;8939000;4.2;10;56.9;Envejeciendo;4
BIO_415;90;9734000;03/12/2013;16/01/2014;487000;11.9;10;100.0;Obsoleto;4
BIO_416;91;11254000;23/03/2017;02/05/2017;2081000;8.6;10;89.4;Proximo a obsoleto;4
BIO_417;92;20233000;31/03/2024;04/05/2024;17196000;1.6;10;11.9;Vigente;0
BIO_418;94;10752000;28/04/2015;22/06/2015;538000;10.5;10;87.5;Proximo a obsoleto;2
BIO_419;93;10999000;22/11/2014;07/01/2015;550000;10.9;10;81.2;Proximo a obsoleto;1
BIO_420;96;12757000;23/07/2018;13/09/2018;3971000;7.2;10;73.1;Envejeciendo;3
BIO_421;98;18870000;03/10/2024;18/11/2024;16934000;1.1;10;33.1;En uso normal;4
BIO_422;95;17235000;01/03/2021;11/04/2021;9589000;4.7;10;47.5;En uso normal;2
BIO_423;99;39252000;03/03/2022;26/04/2022;25567000;3.7;10;40.0;En uso normal;2
BIO_424;100;6204000;05/03/2014;29/04/2014;310000;11.7;10;87.5;Proximo a obsoleto;2
BIO_425;101;20824000;24/05/2020;26/06/2020;9943000;5.5;10;66.3;Envejeciendo;4
BIO_426;102;908000;02/09/2021;11/10/2021;548000;4.2;10;43.8;En uso normal;2
BIO_427;105;15349000;23/06/2020;25/07/2020;7446000;5.4;10;65.6;Envejeciendo;4
BIO_428;105;17546000;05/11/2020;14/12/2020;9212000;5.0;10;56.2;Envejeciendo;3
BIO_429;104;10599000;26/11/2014;04/01/2015;530000;10.9;10;100.0;Obsoleto;4
BIO_430;107;81677000;14/05/2020;09/07/2020;39622000;5.4;10;46.9;En uso normal;1
BIO_431;108;162961000;22/10/2024;23/11/2024;146241000;1.1;10;26.9;En uso normal;3
BIO_432;106;142285000;12/02/2021;14/03/2021;78079000;4.8;10;48.1;En uso normal;2
BIO_433;106;131771000;16/01/2017;17/03/2017;22236000;8.8;10;71.9;Envejeciendo;1
BIO_434;109;11808000;28/11/2023;03/01/2024;9654000;1.9;10;20.6;Vigente;1
BIO_435;110;10542000;23/06/2016;25/07/2016;1108000;9.4;10;83.1;Proximo a obsoleto;2
BIO_436;110;15088000;21/05/2024;14/07/2024;13053000;1.4;10;35.6;En uso normal;4
BIO_437;111;90423000;23/10/2024;23/11/2024;81146000;1.1;10;20.6;Vigente;2
BIO_438;112;26064000;10/12/2015;28/01/2016;1303000;9.9;8;93.8;Proximo a obsoleto;3
BIO_439;112;26824000;22/08/2016;26/09/2016;1341000;9.2;8;100.0;Obsoleto;4
BIO_440;115;36540000;18/09/2016;10/11/2016;1827000;9.1;8;93.8;Proximo a obsoleto;3
BIO_441;113;53664000;20/03/2022;30/04/2022;30277000;3.7;8;40.6;En uso normal;1
BIO_442;113;43600000;24/05/2019;17/07/2019;10360000;6.4;8;78.9;Proximo a obsoleto;3
BIO_443;115;48824000;23/12/2024;29/01/2025;43490000;0.9;8;21.1;Vigente;2
BIO_444;115;54795000;10/07/2023;06/09/2023;40154000;2.2;8;27.3;En uso normal;1
BIO_445;117;46631000;19/11/2022;02/01/2023;30462000;2.9;8;39.8;En uso normal;2
BIO_446;115;51749000;26/07/2021;10/09/2021;25632000;4.2;8;64.8;Envejeciendo;4
BIO_447;116;37780000;20/08/2016;15/10/2016;1889000;9.2;8;81.2;Proximo a obsoleto;1
BIO_448;112;28721000;08/02/2016;05/04/2016;1436000;9.7;8;87.5;Proximo a obsoleto;2
BIO_449;114;52919000;12/10/2023;08/12/2023;40351000;2.0;8;31.2;En uso normal;2
BIO_450;115;31691000;21/04/2015;12/06/2015;1585000;10.5;8;100.0;Obsoleto;4
BIO_451;117;34452000;19/10/2015;27/11/2015;1723000;10.1;8;75.0;Proximo a obsoleto;0
BIO_452;117;39508000;06/08/2016;13/09/2016;1975000;9.2;8;93.8;Proximo a obsoleto;3
BIO_453;115;53886000;07/07/2024;10/08/2024;45375000;1.3;8;31.2;En uso normal;3
BIO_454;119;5534000;24/12/2017;18/02/2018;1418000;7.8;10;77.5;Proximo a obsoleto;3
BIO_455;119;4035000;07/08/2013;19/09/2013;202000;12.2;10;75.0;Proximo a obsoleto;0
BIO_456;118;6743000;05/04/2024;16/05/2024;5731000;1.6;10;18.1;Vigente;1
BIO_457;122;78995000;31/10/2014;11/12/2014;3950000;11.0;10;81.2;Proximo a obsoleto;1
BIO_458;121;101543000;24/02/2020;23/04/2020;46847000;5.7;10;42.5;En uso normal;0
BIO_459;124;97271000;09/07/2020;02/09/2020;48757000;5.2;10;45.6;En uso normal;1
BIO_460;120;60279000;10/11/2013;19/12/2013;3014000;12.0;10;93.7;Proximo a obsoleto;3
BIO_461;123;141503000;11/02/2016;05/04/2016;11511000;9.7;10;91.3;Proximo a obsoleto;3
BIO_462;127;23111000;13/02/2013;12/04/2013;1156000;12.7;8;75.0;Proximo a obsoleto;0
BIO_463;127;29115000;28/09/2018;03/11/2018;4637000;7.1;8;72.6;Envejeciendo;1
BIO_464;128;35599000;02/11/2024;15/12/2024;31372000;1.0;8;9.4;Vigente;0
BIO_465;129;24451000;01/05/2018;09/06/2018;2674000;7.5;8;70.3;Envejeciendo;0
BIO_466;126;24237000;08/05/2018;20/06/2018;2651000;7.5;8;95.3;Proximo a obsoleto;4
BIO_467;126;20504000;30/05/2014;02/07/2014;1025000;11.4;8;93.8;Proximo a obsoleto;3
BIO_468;125;19554000;15/05/2013;04/07/2013;978000;12.4;8;100.0;Obsoleto;4
BIO_469;132;12150000;05/06/2018;27/07/2018;1444000;7.4;8;75.8;Proximo a obsoleto;1
BIO_470;130;15281000;18/08/2022;17/09/2022;9383000;3.2;8;55.5;Envejeciendo;4
BIO_471;136;11169000;25/05/2018;12/07/2018;1328000;7.4;8;88.3;Proximo a obsoleto;3
BIO_472;135;7380000;03/12/2014;18/01/2015;369000;10.9;8;87.5;Proximo a obsoleto;2
BIO_473;131;15818000;19/10/2024;05/12/2024;13940000;1.0;8;34.4;En uso normal;4
BIO_474;131;10519000;16/06/2013;28/07/2013;526000;12.4;8;93.7;Proximo a obsoleto;3
BIO_475;134;17101000;05/09/2021;16/10/2021;8633000;4.2;8;51.6;Envejeciendo;2
BIO_476;134;14812000;04/01/2021;28/02/2021;6316000;4.8;8;45.3;En uso normal;0
BIO_477;133;13274000;30/05/2018;22/07/2018;1578000;7.4;8;69.5;Envejeciendo;0
BIO_478;130;14612000;16/06/2020;20/07/2020;5207000;5.4;8;50.8;Envejeciendo;0
BIO_479;139;47624000;05/08/2020;30/09/2020;23872000;5.2;10;45.6;En uso normal;1
BIO_480;140;113068000;26/09/2023;15/11/2023;90726000;2.1;10;21.9;Vigente;1
BIO_481;141;11177000;10/01/2016;11/02/2016;739000;9.8;10;92.5;Proximo a obsoleto;3
BIO_482;146;14285000;01/08/2019;06/09/2019;5803000;6.2;10;46.9;En uso normal;0
BIO_483;150;11997000;23/06/2017;20/08/2017;2503000;8.3;10;62.5;Envejeciendo;0
BIO_484;146;15720000;16/12/2019;31/01/2020;6879000;5.9;10;63.1;Envejeciendo;3
BIO_485;147;18346000;15/08/2023;22/09/2023;14425000;2.2;10;16.9;Vigente;0
BIO_486;144;12200000;15/04/2017;24/05/2017;2256000;8.6;10;76.9;Proximo a obsoleto;2
BIO_487;145;10960000;27/01/2014;25/03/2014;548000;11.8;10;87.5;Proximo a obsoleto;2
BIO_488;145;11192000;17/10/2015;11/12/2015;560000;10.0;10;87.5;Proximo a obsoleto;2
BIO_489;145;19725000;21/12/2021;12/02/2022;12548000;3.8;10;47.5;En uso normal;3
BIO_490;142;18315000;09/08/2020;13/09/2020;9180000;5.2;10;58.1;Envejeciendo;3
BIO_491;142;21586000;28/02/2024;09/04/2024;18161000;1.7;10;25.0;En uso normal;2
BIO_492;149;12927000;08/11/2014;31/12/2014;646000;11.0;10;93.8;Proximo a obsoleto;3
BIO_493;142;19342000;29/08/2022;17/10/2022;13517000;3.2;10;30.0;En uso normal;1
BIO_494;148;14402000;04/08/2019;13/09/2019;5851000;6.2;10;46.9;En uso normal;0
BIO_495;143;19193000;10/05/2020;30/06/2020;9165000;5.5;10;53.7;Envejeciendo;2
BIO_496;143;21255000;01/01/2023;19/02/2023;15541000;2.8;10;40.0;En uso normal;3
BIO_497;143;17628000;16/12/2022;26/01/2023;12738000;2.9;10;40.6;En uso normal;3
BIO_498;143;16848000;28/11/2020;16/01/2021;8973000;4.9;10;55.6;Envejeciendo;3
BIO_499;143;11216000;15/04/2014;17/05/2014;561000;11.6;10;93.7;Proximo a obsoleto;3
BIO_500;143;19210000;05/07/2024;29/08/2024;16783000;1.3;10;16.2;Vigente;1
BIO_501;143;14556000;15/03/2016;11/05/2016;1309000;9.6;10;90.6;Proximo a obsoleto;3
BIO_502;143;14737000;01/11/2015;03/12/2015;737000;10.0;10;81.2;Proximo a obsoleto;1
BIO_503;143;16106000;20/03/2021;30/04/2021;8961000;4.7;10;53.8;Envejeciendo;3
BIO_504;143;11891000;23/09/2013;11/11/2013;595000;12.1;10;81.2;Proximo a obsoleto;1
BIO_505;143;19316000;03/02/2023;04/04/2023;14416000;2.7;10;32.5;En uso normal;2
BIO_506;137;93130000;16/12/2022;08/02/2023;72265000;2.8;12;17.7;Vigente;0
BIO_507;138;35860000;02/02/2016;19/03/2016;2645000;9.8;10;79.4;Proximo a obsoleto;1
BIO_508;151;7373000;20/01/2020;10/03/2020;1619000;5.8;7;74.1;Envejeciendo;2
BIO_509;153;56151000;19/07/2015;18/08/2015;2808000;10.3;8;81.2;Proximo a obsoleto;1
BIO_510;154;14252000;12/08/2024;23/09/2024;12560000;1.2;10;34.4;En uso normal;4
BIO_511;171;369000;15/11/2018;08/01/2019;18000;6.9;5;87.5;Proximo a obsoleto;2
BIO_512;171;337000;24/10/2017;12/12/2017;17000;8.0;5;87.5;Proximo a obsoleto;2
BIO_513;194;350000;28/06/2017;31/07/2017;18000;8.4;5;81.2;Proximo a obsoleto;1
BIO_514;194;463000;21/02/2023;28/03/2023;221000;2.8;5;60.0;Envejeciendo;3
BIO_515;194;403000;03/03/2020;23/04/2020;20000;5.7;5;87.5;Proximo a obsoleto;2
BIO_516;194;434000;07/07/2019;03/09/2019;22000;6.2;5;87.5;Proximo a obsoleto;2
BIO_517;194;355000;27/11/2016;21/01/2017;18000;8.9;5;87.5;Proximo a obsoleto;2
BIO_518;194;343000;11/01/2018;13/02/2018;17000;7.8;5;81.2;Proximo a obsoleto;1
BIO_519;185;405000;24/04/2018;18/06/2018;20000;7.5;5;93.8;Proximo a obsoleto;3
BIO_520;161;541000;04/02/2021;23/03/2021;53000;4.8;5;96.2;Proximo a obsoleto;4
BIO_521;166;400000;26/06/2023;20/08/2023;223000;2.3;5;60.0;Envejeciendo;4
BIO_522;166;300000;08/12/2014;09/01/2015;15000;10.9;5;87.5;Proximo a obsoleto;2
BIO_523;194;475000;27/09/2023;12/11/2023;287000;2.1;5;50.0;Envejeciendo;3
BIO_524;194;318000;28/08/2014;01/10/2014;16000;11.2;5;87.5;Proximo a obsoleto;2
BIO_525;183;522000;04/02/2023;20/03/2023;249000;2.8;5;66.3;Envejeciendo;4
BIO_526;166;247000;18/11/2015;15/01/2016;12000;9.9;5;100.0;Obsoleto;4
BIO_527;170;283000;30/01/2017;25/03/2017;14000;8.8;5;81.2;Proximo a obsoleto;1
BIO_528;196;542000;12/04/2024;10/06/2024;388000;1.5;5;22.5;Vigente;0
BIO_529;171;523000;15/08/2024;18/09/2024;399000;1.2;5;31.2;En uso normal;2
BIO_530;188;325000;19/08/2016;28/09/2016;16000;9.2;5;81.2;Proximo a obsoleto;1
BIO_531;192;574000;21/08/2024;18/10/2024;446000;1.2;5;30.0;En uso normal;2
BIO_532;192;317000;15/08/2018;20/09/2018;16000;7.2;5;100.0;Obsoleto;4
BIO_533;167;299000;23/10/2015;12/12/2015;15000;10.0;5;87.5;Proximo a obsoleto;2
BIO_534;167;448000;19/12/2024;20/01/2025;370000;0.9;5;38.7;En uso normal;4
BIO_535;167;299000;17/06/2016;22/07/2016;15000;9.4;5;100.0;Obsoleto;4
BIO_536;167;405000;28/07/2020;22/09/2020;20000;5.2;5;100.0;Obsoleto;4
BIO_537;173;245000;21/08/2013;22/09/2013;12000;12.2;5;75.0;Proximo a obsoleto;0
BIO_538;167;345000;09/12/2018;28/01/2019;17000;6.9;5;81.2;Proximo a obsoleto;1
BIO_539;167;499000;06/05/2022;24/06/2022;167000;3.5;5;52.5;Envejeciendo;0
BIO_540;167;359000;01/07/2019;20/08/2019;18000;6.3;5;87.5;Proximo a obsoleto;2
BIO_541;192;412000;30/06/2018;24/08/2018;21000;7.3;5;93.7;Proximo a obsoleto;3
BIO_542;167;426000;05/03/2023;06/04/2023;210000;2.7;5;40.0;En uso normal;0
BIO_543;167;477000;11/11/2022;24/12/2022;205000;3.0;5;63.8;Envejeciendo;3
BIO_544;185;433000;30/07/2017;08/09/2017;22000;8.2;5;100.0;Obsoleto;4
BIO_545;171;304000;05/01/2020;02/03/2020;15000;5.8;5;87.5;Proximo a obsoleto;2
BIO_546;171;394000;11/12/2021;14/01/2022;101000;3.9;5;71.2;Envejeciendo;2
BIO_547;173;319000;20/05/2015;29/06/2015;16000;10.5;5;81.2;Proximo a obsoleto;1
BIO_548;171;295000;01/10/2015;08/11/2015;15000;10.1;5;93.7;Proximo a obsoleto;3
BIO_549;171;331000;29/02/2016;02/04/2016;17000;9.7;5;75.0;Proximo a obsoleto;0
BIO_550;173;402000;13/08/2021;09/10/2021;83000;4.2;5;87.5;Proximo a obsoleto;4
BIO_551;173;362000;27/07/2018;25/09/2018;18000;7.2;5;81.2;Proximo a obsoleto;1
BIO_552;173;397000;06/01/2020;11/02/2020;20000;5.8;5;81.2;Proximo a obsoleto;1
BIO_553;171;569000;18/07/2024;31/08/2024;425000;1.3;5;38.7;En uso normal;3
BIO_554;173;522000;27/02/2024;28/03/2024;348000;1.8;5;26.3;En uso normal;0
BIO_555;173;527000;03/05/2024;16/06/2024;377000;1.5;5;28.7;En uso normal;1
BIO_556;196;410000;30/11/2020;31/12/2020;20000;5.0;5;75.0;Proximo a obsoleto;0
BIO_557;173;485000;07/02/2024;27/03/2024;324000;1.8;5;45.0;En uso normal;3
BIO_558;173;257000;08/03/2013;04/05/2013;13000;12.6;5;75.0;Proximo a obsoleto;0
BIO_559;169;332000;03/01/2016;01/03/2016;17000;9.8;5;87.5;Proximo a obsoleto;2
